Sube_ID,Category,Date_,Sales,Sales_Target
70,Auto,2023-06-25,1227,970
71,Auto,2023-06-25,1160,1128
72,Auto,2023-06-25,828,1015
73,Auto,2023-06-25,1020,1065
74,Auto,2023-06-25,863,835
75,Auto,2023-06-25,1024,879
76,Auto,2023-06-25,623,897
77,Auto,2023-06-25,691,850
78,Auto,2023-06-25,531,509
79,Auto,2023-06-25,386,393
80,Auto,2023-06-25,470,424
81,Auto,2023-06-25,346,475
1,Personal,2023-07-25,57882,46594
2,Personal,2023-07-25,33303,26870
3,Personal,2023-07-25,22384,19830
4,Personal,2023-07-25,17238,17414
5,Personal,2023-07-25,14709,10606
6,Personal,2023-07-25,12189,12661
7,Personal,2023-07-25,9609,7836
8,Personal,2023-07-25,8104,7237
9,Personal,2023-07-25,12207,11957
10,Personal,2023-07-25,9721,6892
11,Personal,2023-07-25,6632,10024
12,Personal,2023-07-25,9578,9572
13,Personal,2023-07-25,7662,8836
14,Personal,2023-07-25,6063,6930
15,Personal,2023-07-25,5699,7914
16,Personal,2023-07-25,5185,7998
17,Personal,2023-07-25,6495,5808
18,Personal,2023-07-25,6617,6619
19,Personal,2023-07-25,4999,6120
20,Personal,2023-07-25,4068,6049
21,Personal,2023-07-25,3893,5431
22,Personal,2023-07-25,4628,6127
23,Personal,2023-07-25,6035,5132
24,Personal,2023-07-25,4581,4292
25,Personal,2023-07-25,3785,3275
26,Personal,2023-07-25,3603,3513
27,Personal,2023-07-25,3779,4806
28,Personal,2023-07-25,3251,4260
29,Personal,2023-07-25,3816,4451
30,Personal,2023-07-25,3429,2934
31,Personal,2023-07-25,4029,3665
32,Personal,2023-07-25,2570,2703
33,Personal,2023-07-25,3213,2639
34,Personal,2023-07-25,3351,2322
35,Personal,2023-07-25,3178,3312
36,Personal,2023-07-25,2614,2620
37,Personal,2023-07-25,3123,2519
38,Personal,2023-07-25,2886,2362
39,Personal,2023-07-25,3216,3129
40,Personal,2023-07-25,2948,2222
41,Personal,2023-07-25,1893,1961
42,Personal,2023-07-25,2476,1998
43,Personal,2023-07-25,1953,2318
44,Personal,2023-07-25,1965,2014
45,Personal,2023-07-25,1863,1995
46,Personal,2023-07-25,2082,2183
47,Personal,2023-07-25,2171,2244
48,Personal,2023-07-25,2101,2443
49,Personal,2023-07-25,2041,1768
50,Personal,2023-07-25,1910,2046
51,Personal,2023-07-25,1891,1980
52,Personal,2023-07-25,1703,1632
53,Personal,2023-07-25,1294,1323
54,Personal,2023-07-25,2146,1352
55,Personal,2023-07-25,1575,1240
56,Personal,2023-07-25,1531,1460
57,Personal,2023-07-25,2008,1709
58,Personal,2023-07-25,1557,1288
59,Personal,2023-07-25,1409,1420
60,Personal,2023-07-25,1136,1329
61,Personal,2023-07-25,1017,1637
62,Personal,2023-07-25,1298,1090
63,Personal,2023-07-25,1362,1072
64,Personal,2023-07-25,972,1384
65,Personal,2023-07-25,1301,1480
66,Personal,2023-07-25,1429,953
67,Personal,2023-07-25,917,1361
68,Personal,2023-07-25,1169,1117
69,Personal,2023-07-25,1178,1368
70,Personal,2023-07-25,1267,834
71,Personal,2023-07-25,1250,816
72,Personal,2023-07-25,881,937
73,Personal,2023-07-25,1083,1182
74,Personal,2023-07-25,732,990
75,Personal,2023-07-25,875,672
76,Personal,2023-07-25,726,1012
77,Personal,2023-07-25,613,613
78,Personal,2023-07-25,822,579
79,Personal,2023-07-25,462,423
80,Personal,2023-07-25,470,333
81,Personal,2023-07-25,381,349
1,Mortgage,2023-07-25,52425,41846
2,Mortgage,2023-07-25,28768,29948
3,Mortgage,2023-07-25,21456,23683
4,Mortgage,2023-07-25,11242,14308
5,Mortgage,2023-07-25,9517,11221
6,Mortgage,2023-07-25,8426,8419
7,Mortgage,2023-07-25,10440,12383
8,Mortgage,2023-07-25,8389,10614
9,Mortgage,2023-07-25,11911,7229
10,Mortgage,2023-07-25,7151,8615
11,Mortgage,2023-07-25,8137,8156
12,Mortgage,2023-07-25,9668,8378
13,Mortgage,2023-07-25,6687,8553
14,Mortgage,2023-07-25,7033,8221
15,Mortgage,2023-07-25,5574,6244
16,Mortgage,2023-07-25,6872,7654
17,Mortgage,2023-07-25,4404,5261
18,Mortgage,2023-07-25,5403,5815
19,Mortgage,2023-07-25,6576,6139
20,Mortgage,2023-07-25,5886,4294
21,Mortgage,2023-07-25,6066,4709
22,Mortgage,2023-07-25,4870,4667
23,Mortgage,2023-07-25,5070,5622
24,Mortgage,2023-07-25,4398,5570
25,Mortgage,2023-07-25,4230,3955
26,Mortgage,2023-07-25,3663,3295
27,Mortgage,2023-07-25,4114,3473
28,Mortgage,2023-07-25,4288,4381
29,Mortgage,2023-07-25,2666,3075
30,Mortgage,2023-07-25,3355,2696
31,Mortgage,2023-07-25,2557,3595
32,Mortgage,2023-07-25,3646,3106
33,Mortgage,2023-07-25,3105,2576
34,Mortgage,2023-07-25,2676,3297
35,Mortgage,2023-07-25,2084,2190
36,Mortgage,2023-07-25,3468,2399
37,Mortgage,2023-07-25,2557,2550
38,Mortgage,2023-07-25,3152,3100
39,Mortgage,2023-07-25,2750,3181
40,Mortgage,2023-07-25,3095,2352
41,Mortgage,2023-07-25,2923,2418
42,Mortgage,2023-07-25,2207,1896
43,Mortgage,2023-07-25,2638,2513
44,Mortgage,2023-07-25,1634,1805
45,Mortgage,2023-07-25,2419,2200
46,Mortgage,2023-07-25,1820,2497
47,Mortgage,2023-07-25,1422,2262
48,Mortgage,2023-07-25,1884,1576
49,Mortgage,2023-07-25,1481,1501
50,Mortgage,2023-07-25,1850,2239
51,Mortgage,2023-07-25,2023,1487
52,Mortgage,2023-07-25,1770,1342
53,Mortgage,2023-07-25,1904,1907
54,Mortgage,2023-07-25,1595,1340
55,Mortgage,2023-07-25,1426,1768
56,Mortgage,2023-07-25,1804,1775
57,Mortgage,2023-07-25,1257,1907
58,Mortgage,2023-07-25,1683,1398
59,Mortgage,2023-07-25,1609,1762
60,Mortgage,2023-07-25,1059,1109
61,Mortgage,2023-07-25,1009,1370
62,Mortgage,2023-07-25,1048,1313
63,Mortgage,2023-07-25,1377,1322
64,Mortgage,2023-07-25,1338,1112
65,Mortgage,2023-07-25,955,1252
66,Mortgage,2023-07-25,1530,1023
67,Mortgage,2023-07-25,1219,888
68,Mortgage,2023-07-25,1054,995
69,Mortgage,2023-07-25,1108,993
70,Mortgage,2023-07-25,1202,1355
71,Mortgage,2023-07-25,918,1131
72,Mortgage,2023-07-25,1190,904
73,Mortgage,2023-07-25,916,687
74,Mortgage,2023-07-25,805,1154
75,Mortgage,2023-07-25,956,1018
76,Mortgage,2023-07-25,831,997
77,Mortgage,2023-07-25,886,799
78,Mortgage,2023-07-25,788,723
79,Mortgage,2023-07-25,382,356
80,Mortgage,2023-07-25,490,425
81,Mortgage,2023-07-25,364,425
1,Auto,2023-07-25,61004,54780
2,Auto,2023-07-25,21070,26957
3,Auto,2023-07-25,19429,23668
4,Auto,2023-07-25,12962,12224
5,Auto,2023-07-25,9944,9491
6,Auto,2023-07-25,13205,10644
7,Auto,2023-07-25,9108,10485
8,Auto,2023-07-25,12179,12003
9,Auto,2023-07-25,7855,7820
10,Auto,2023-07-25,10026,7324
11,Auto,2023-07-25,8654,6554
12,Auto,2023-07-25,10121,6246
13,Auto,2023-07-25,7648,9547
14,Auto,2023-07-25,7694,8049
15,Auto,2023-07-25,5871,8357
16,Auto,2023-07-25,7948,7659
17,Auto,2023-07-25,4732,6084
18,Auto,2023-07-25,6666,6833
19,Auto,2023-07-25,6129,5544
20,Auto,2023-07-25,5860,6072
21,Auto,2023-07-25,6019,4786
22,Auto,2023-07-25,5106,3942
23,Auto,2023-07-25,5377,5070
24,Auto,2023-07-25,4161,3554
25,Auto,2023-07-25,4918,3791
26,Auto,2023-07-25,3898,4360
27,Auto,2023-07-25,3336,3179
28,Auto,2023-07-25,3200,3426
29,Auto,2023-07-25,3547,2971
30,Auto,2023-07-25,3684,4449
31,Auto,2023-07-25,3865,3277
32,Auto,2023-07-25,2871,3204
33,Auto,2023-07-25,3348,2410
34,Auto,2023-07-25,3291,2771
35,Auto,2023-07-25,3017,2960
36,Auto,2023-07-25,2054,2508
37,Auto,2023-07-25,2561,2533
38,Auto,2023-07-25,2701,2811
39,Auto,2023-07-25,3045,2764
40,Auto,2023-07-25,2199,3010
41,Auto,2023-07-25,2242,3137
42,Auto,2023-07-25,2910,2348
43,Auto,2023-07-25,2123,1908
44,Auto,2023-07-25,1702,1634
45,Auto,2023-07-25,2202,2004
46,Auto,2023-07-25,2491,2142
47,Auto,2023-07-25,1550,2022
48,Auto,2023-07-25,1937,1699
49,Auto,2023-07-25,2083,1530
50,Auto,2023-07-25,1941,1759
51,Auto,2023-07-25,1296,1718
52,Auto,2023-07-25,1429,1305
53,Auto,2023-07-25,2067,1532
54,Auto,2023-07-25,1972,1580
55,Auto,2023-07-25,1360,1301
56,Auto,2023-07-25,1610,1448
57,Auto,2023-07-25,1655,1500
58,Auto,2023-07-25,1144,1953
59,Auto,2023-07-25,1304,1747
60,Auto,2023-07-25,1776,1467
61,Auto,2023-07-25,1181,1464
62,Auto,2023-07-25,1058,1635
63,Auto,2023-07-25,1162,1537
64,Auto,2023-07-25,1291,1535
65,Auto,2023-07-25,1445,989
66,Auto,2023-07-25,942,1264
67,Auto,2023-07-25,1432,1158
68,Auto,2023-07-25,1405,1371
69,Auto,2023-07-25,965,1338
70,Auto,2023-07-25,1247,1026
71,Auto,2023-07-25,834,1076
72,Auto,2023-07-25,1195,1234
73,Auto,2023-07-25,1123,1105
74,Auto,2023-07-25,765,971
75,Auto,2023-07-25,1124,822
76,Auto,2023-07-25,968,750
77,Auto,2023-07-25,601,975
78,Auto,2023-07-25,686,623
79,Auto,2023-07-25,517,471
80,Auto,2023-07-25,395,478
81,Auto,2023-07-25,425,337
1,Personal,2023-08-25,55939,38314
2,Personal,2023-08-25,32766,28711
3,Personal,2023-08-25,24789,21693
4,Personal,2023-08-25,14625,15570
5,Personal,2023-08-25,8770,10614
6,Personal,2023-08-25,9629,11143
7,Personal,2023-08-25,11529,9020
8,Personal,2023-08-25,11805,9207
9,Personal,2023-08-25,9371,10930
10,Personal,2023-08-25,7105,9817
11,Personal,2023-08-25,10847,10812
12,Personal,2023-08-25,8237,7458
13,Personal,2023-08-25,6236,7382
14,Personal,2023-08-25,6960,8289
15,Personal,2023-08-25,6409,6024
16,Personal,2023-08-25,7883,4896
17,Personal,2023-08-25,4379,7113
18,Personal,2023-08-25,5764,6615
19,Personal,2023-08-25,5418,5596
20,Personal,2023-08-25,4421,4070
21,Personal,2023-08-25,5689,4873
22,Personal,2023-08-25,4840,5388
23,Personal,2023-08-25,4207,4930
24,Personal,2023-08-25,4566,4751
25,Personal,2023-08-25,3774,3571
26,Personal,2023-08-25,3397,4186
27,Personal,2023-08-25,2822,3501
28,Personal,2023-08-25,4611,3106
29,Personal,2023-08-25,2760,3208
30,Personal,2023-08-25,3332,3219
31,Personal,2023-08-25,2931,4236
32,Personal,2023-08-25,3080,2885
33,Personal,2023-08-25,3674,2302
34,Personal,2023-08-25,3247,3557
35,Personal,2023-08-25,2507,2224
36,Personal,2023-08-25,2438,2709
37,Personal,2023-08-25,2078,2175
38,Personal,2023-08-25,3299,2920
39,Personal,2023-08-25,1904,2732
40,Personal,2023-08-25,2629,2537
41,Personal,2023-08-25,2764,3039
42,Personal,2023-08-25,2792,2604
43,Personal,2023-08-25,2630,2258
44,Personal,2023-08-25,1608,2257
45,Personal,2023-08-25,1963,1859
46,Personal,2023-08-25,1681,1570
47,Personal,2023-08-25,2051,2059
48,Personal,2023-08-25,1453,1858
49,Personal,2023-08-25,1551,2177
50,Personal,2023-08-25,2138,1591
51,Personal,2023-08-25,1532,2112
52,Personal,2023-08-25,1768,2159
53,Personal,2023-08-25,1604,1331
54,Personal,2023-08-25,1932,2004
55,Personal,2023-08-25,1427,1980
56,Personal,2023-08-25,1346,1668
57,Personal,2023-08-25,1750,1288
58,Personal,2023-08-25,1683,1648
59,Personal,2023-08-25,1389,1215
60,Personal,2023-08-25,1185,1575
61,Personal,2023-08-25,1623,1599
62,Personal,2023-08-25,1479,1277
63,Personal,2023-08-25,1096,962
64,Personal,2023-08-25,1427,1465
65,Personal,2023-08-25,1276,1230
66,Personal,2023-08-25,1343,1450
67,Personal,2023-08-25,1128,990
68,Personal,2023-08-25,1373,1220
69,Personal,2023-08-25,1308,1143
70,Personal,2023-08-25,1288,1141
71,Personal,2023-08-25,983,899
72,Personal,2023-08-25,931,1141
73,Personal,2023-08-25,932,1148
74,Personal,2023-08-25,739,711
75,Personal,2023-08-25,677,1023
76,Personal,2023-08-25,939,899
77,Personal,2023-08-25,667,678
78,Personal,2023-08-25,619,740
79,Personal,2023-08-25,336,477
80,Personal,2023-08-25,357,460
81,Personal,2023-08-25,327,415
1,Mortgage,2023-08-25,48294,56649
2,Mortgage,2023-08-25,27560,31347
3,Mortgage,2023-08-25,24797,16727
4,Mortgage,2023-08-25,17804,15648
5,Mortgage,2023-08-25,14137,12280
6,Mortgage,2023-08-25,9336,12448
7,Mortgage,2023-08-25,8406,9548
8,Mortgage,2023-08-25,8481,9422
9,Mortgage,2023-08-25,11264,9526
10,Mortgage,2023-08-25,9462,10265
11,Mortgage,2023-08-25,10309,10180
12,Mortgage,2023-08-25,10286,6697
13,Mortgage,2023-08-25,7770,9121
14,Mortgage,2023-08-25,5679,8184
15,Mortgage,2023-08-25,6113,7328
16,Mortgage,2023-08-25,7661,7122
17,Mortgage,2023-08-25,4563,4438
18,Mortgage,2023-08-25,4873,6356
19,Mortgage,2023-08-25,3876,5625
20,Mortgage,2023-08-25,5048,4935
21,Mortgage,2023-08-25,4297,6001
22,Mortgage,2023-08-25,4036,4584
23,Mortgage,2023-08-25,5421,4890
24,Mortgage,2023-08-25,4081,3977
25,Mortgage,2023-08-25,5004,3982
26,Mortgage,2023-08-25,4319,4053
27,Mortgage,2023-08-25,2853,3898
28,Mortgage,2023-08-25,3004,3991
29,Mortgage,2023-08-25,3946,3566
30,Mortgage,2023-08-25,4182,2924
31,Mortgage,2023-08-25,4117,3929
32,Mortgage,2023-08-25,2316,2788
33,Mortgage,2023-08-25,3528,3245
34,Mortgage,2023-08-25,2657,3142
35,Mortgage,2023-08-25,3231,2680
36,Mortgage,2023-08-25,2555,2195
37,Mortgage,2023-08-25,3398,2702
38,Mortgage,2023-08-25,2507,2439
39,Mortgage,2023-08-25,3066,2316
40,Mortgage,2023-08-25,2923,3135
41,Mortgage,2023-08-25,1957,2163
42,Mortgage,2023-08-25,1895,2065
43,Mortgage,2023-08-25,2227,2264
44,Mortgage,2023-08-25,2643,2411
45,Mortgage,2023-08-25,1877,1597
46,Mortgage,2023-08-25,1618,1664
47,Mortgage,2023-08-25,1914,2464
48,Mortgage,2023-08-25,1604,2285
49,Mortgage,2023-08-25,1658,2002
50,Mortgage,2023-08-25,1592,2283
51,Mortgage,2023-08-25,2212,1415
52,Mortgage,2023-08-25,1490,1912
53,Mortgage,2023-08-25,1872,1463
54,Mortgage,2023-08-25,1863,1517
55,Mortgage,2023-08-25,2061,1736
56,Mortgage,2023-08-25,1673,1962
57,Mortgage,2023-08-25,1239,1765
58,Mortgage,2023-08-25,1213,1624
59,Mortgage,2023-08-25,1118,1282
60,Mortgage,2023-08-25,1237,1381
61,Mortgage,2023-08-25,993,1501
62,Mortgage,2023-08-25,1421,1166
63,Mortgage,2023-08-25,1584,1267
64,Mortgage,2023-08-25,1011,1446
65,Mortgage,2023-08-25,1108,1100
66,Mortgage,2023-08-25,1305,1204
67,Mortgage,2023-08-25,1469,1193
68,Mortgage,2023-08-25,1060,1441
69,Mortgage,2023-08-25,1362,1269
70,Mortgage,2023-08-25,1274,1028
71,Mortgage,2023-08-25,1196,1167
72,Mortgage,2023-08-25,1175,912
73,Mortgage,2023-08-25,923,1087
74,Mortgage,2023-08-25,1064,1102
75,Mortgage,2023-08-25,748,964
76,Mortgage,2023-08-25,912,795
77,Mortgage,2023-08-25,738,945
78,Mortgage,2023-08-25,782,789
79,Mortgage,2023-08-25,486,418
80,Mortgage,2023-08-25,494,451
81,Mortgage,2023-08-25,430,332
1,Auto,2023-08-25,54668,37660
2,Auto,2023-08-25,25279,22911
3,Auto,2023-08-25,15249,16288
4,Auto,2023-08-25,10624,16661
5,Auto,2023-08-25,12348,12177
6,Auto,2023-08-25,9636,11816
7,Auto,2023-08-25,9423,8216
8,Auto,2023-08-25,10332,7952
9,Auto,2023-08-25,11313,11960
10,Auto,2023-08-25,6640,10485
11,Auto,2023-08-25,8663,6448
12,Auto,2023-08-25,7425,7413
13,Auto,2023-08-25,5762,9187
14,Auto,2023-08-25,8047,7819
15,Auto,2023-08-25,6761,4830
16,Auto,2023-08-25,6634,6031
17,Auto,2023-08-25,5062,6142
18,Auto,2023-08-25,4532,6035
19,Auto,2023-08-25,5774,4141
20,Auto,2023-08-25,4799,3843
21,Auto,2023-08-25,5827,6231
22,Auto,2023-08-25,4394,3609
23,Auto,2023-08-25,5562,4922
24,Auto,2023-08-25,4907,3683
25,Auto,2023-08-25,4388,3756
26,Auto,2023-08-25,3705,3419
27,Auto,2023-08-25,4017,3825
28,Auto,2023-08-25,3412,4495
29,Auto,2023-08-25,3553,3093
30,Auto,2023-08-25,3459,2906
31,Auto,2023-08-25,4284,3292
32,Auto,2023-08-25,3259,2749
33,Auto,2023-08-25,3527,3154
34,Auto,2023-08-25,3271,2936
35,Auto,2023-08-25,2702,2954
36,Auto,2023-08-25,2772,3472
37,Auto,2023-08-25,2539,2318
38,Auto,2023-08-25,2454,2206
39,Auto,2023-08-25,2873,3067
40,Auto,2023-08-25,2467,2274
41,Auto,2023-08-25,2473,2359
42,Auto,2023-08-25,2365,2498
43,Auto,2023-08-25,2542,2822
44,Auto,2023-08-25,2404,2206
45,Auto,2023-08-25,2479,2412
46,Auto,2023-08-25,1598,2433
47,Auto,2023-08-25,2297,1871
48,Auto,2023-08-25,1471,2367
49,Auto,2023-08-25,1519,1875
50,Auto,2023-08-25,2301,2006
51,Auto,2023-08-25,1974,1962
52,Auto,2023-08-25,1678,1833
53,Auto,2023-08-25,1872,1817
54,Auto,2023-08-25,2068,1641
55,Auto,2023-08-25,1773,1817
56,Auto,2023-08-25,1886,1578
57,Auto,2023-08-25,1490,1375
58,Auto,2023-08-25,1925,1937
59,Auto,2023-08-25,1759,1849
60,Auto,2023-08-25,1222,1443
61,Auto,2023-08-25,1294,1074
62,Auto,2023-08-25,989,1339
63,Auto,2023-08-25,1248,1080
64,Auto,2023-08-25,1126,1617
65,Auto,2023-08-25,923,1081
66,Auto,2023-08-25,925,1379
67,Auto,2023-08-25,1117,1032
68,Auto,2023-08-25,1344,1320
69,Auto,2023-08-25,1407,1231
70,Auto,2023-08-25,1222,1396
71,Auto,2023-08-25,1207,1117
72,Auto,2023-08-25,1032,1122
73,Auto,2023-08-25,1035,1023
74,Auto,2023-08-25,1017,678
75,Auto,2023-08-25,853,937
76,Auto,2023-08-25,886,929
77,Auto,2023-08-25,952,963
78,Auto,2023-08-25,505,610
79,Auto,2023-08-25,425,411
80,Auto,2023-08-25,430,385
81,Auto,2023-08-25,434,428
1,Personal,2023-09-25,42538,60574
2,Personal,2023-09-25,20246,29650
3,Personal,2023-09-25,22503,18367
4,Personal,2023-09-25,16360,16401
5,Personal,2023-09-25,13936,8830
6,Personal,2023-09-25,9503,12897
7,Personal,2023-09-25,12318,8174
8,Personal,2023-09-25,10025,9761
9,Personal,2023-09-25,8924,7894
10,Personal,2023-09-25,11358,10810
11,Personal,2023-09-25,10769,9780
12,Personal,2023-09-25,8207,9402
13,Personal,2023-09-25,8933,6122
14,Personal,2023-09-25,7376,6421
15,Personal,2023-09-25,6852,8213
16,Personal,2023-09-25,7971,7526
17,Personal,2023-09-25,5910,6627
18,Personal,2023-09-25,5711,5262
19,Personal,2023-09-25,4929,4808
20,Personal,2023-09-25,5514,5327
21,Personal,2023-09-25,5917,4015
22,Personal,2023-09-25,5171,4110
23,Personal,2023-09-25,3992,5856
24,Personal,2023-09-25,3569,3620
25,Personal,2023-09-25,3703,3729
26,Personal,2023-09-25,3561,4126
27,Personal,2023-09-25,3340,3665
28,Personal,2023-09-25,3638,4215
29,Personal,2023-09-25,3039,3953
30,Personal,2023-09-25,4477,3663
31,Personal,2023-09-25,3104,3947
32,Personal,2023-09-25,2813,2345
33,Personal,2023-09-25,2781,2502
34,Personal,2023-09-25,2281,3133
35,Personal,2023-09-25,2319,3570
36,Personal,2023-09-25,2192,2332
37,Personal,2023-09-25,2585,3331
38,Personal,2023-09-25,2146,3128
39,Personal,2023-09-25,3222,1967
40,Personal,2023-09-25,2992,1894
41,Personal,2023-09-25,1839,2117
42,Personal,2023-09-25,2215,2105
43,Personal,2023-09-25,2791,2947
44,Personal,2023-09-25,2042,2417
45,Personal,2023-09-25,2158,1651
46,Personal,2023-09-25,2491,1703
47,Personal,2023-09-25,2137,2383
48,Personal,2023-09-25,2056,2338
49,Personal,2023-09-25,1818,2288
50,Personal,2023-09-25,1428,2082
51,Personal,2023-09-25,1445,2205
52,Personal,2023-09-25,1904,1856
53,Personal,2023-09-25,2018,1980
54,Personal,2023-09-25,1945,1626
55,Personal,2023-09-25,1946,2031
56,Personal,2023-09-25,1442,1187
57,Personal,2023-09-25,1323,1517
58,Personal,2023-09-25,1284,1162
59,Personal,2023-09-25,1155,1288
60,Personal,2023-09-25,1065,1227
61,Personal,2023-09-25,980,1315
62,Personal,2023-09-25,1069,1121
63,Personal,2023-09-25,1221,974
64,Personal,2023-09-25,1499,1453
65,Personal,2023-09-25,951,1403
66,Personal,2023-09-25,1494,1207
67,Personal,2023-09-25,976,919
68,Personal,2023-09-25,1276,1344
69,Personal,2023-09-25,871,963
70,Personal,2023-09-25,1167,821
71,Personal,2023-09-25,1216,1240
72,Personal,2023-09-25,895,814
73,Personal,2023-09-25,833,1138
74,Personal,2023-09-25,777,884
75,Personal,2023-09-25,855,814
76,Personal,2023-09-25,813,961
77,Personal,2023-09-25,756,773
78,Personal,2023-09-25,536,839
79,Personal,2023-09-25,575,548
80,Personal,2023-09-25,473,465
81,Personal,2023-09-25,298,415
1,Mortgage,2023-09-25,37641,64686
2,Mortgage,2023-09-25,29171,22528
3,Mortgage,2023-09-25,17729,19310
4,Mortgage,2023-09-25,14328,11232
5,Mortgage,2023-09-25,8672,8740
6,Mortgage,2023-09-25,9332,8278
7,Mortgage,2023-09-25,9362,8341
8,Mortgage,2023-09-25,12306,11611
9,Mortgage,2023-09-25,10522,8453
10,Mortgage,2023-09-25,7775,9037
11,Mortgage,2023-09-25,10356,6585
12,Mortgage,2023-09-25,10250,9145
13,Mortgage,2023-09-25,9434,8944
14,Mortgage,2023-09-25,8023,8338
15,Mortgage,2023-09-25,8096,7235
16,Mortgage,2023-09-25,5687,5064
17,Mortgage,2023-09-25,5587,6834
18,Mortgage,2023-09-25,6678,4804
19,Mortgage,2023-09-25,5919,5449
20,Mortgage,2023-09-25,5488,5505
21,Mortgage,2023-09-25,5264,4783
22,Mortgage,2023-09-25,3537,3725
23,Mortgage,2023-09-25,5055,4190
24,Mortgage,2023-09-25,4841,5553
25,Mortgage,2023-09-25,3696,4957
26,Mortgage,2023-09-25,2918,3959
27,Mortgage,2023-09-25,4624,4510
28,Mortgage,2023-09-25,4044,2890
29,Mortgage,2023-09-25,3211,3538
30,Mortgage,2023-09-25,3934,3016
31,Mortgage,2023-09-25,2660,3555
32,Mortgage,2023-09-25,2360,3740
33,Mortgage,2023-09-25,2406,3569
34,Mortgage,2023-09-25,3304,2133
35,Mortgage,2023-09-25,3357,3205
36,Mortgage,2023-09-25,3393,3433
37,Mortgage,2023-09-25,3337,2279
38,Mortgage,2023-09-25,2302,2018
39,Mortgage,2023-09-25,2162,2986
40,Mortgage,2023-09-25,2629,2537
41,Mortgage,2023-09-25,3173,2343
42,Mortgage,2023-09-25,2221,2245
43,Mortgage,2023-09-25,3014,2940
44,Mortgage,2023-09-25,2289,2353
45,Mortgage,2023-09-25,2118,2387
46,Mortgage,2023-09-25,1612,2029
47,Mortgage,2023-09-25,2078,2035
48,Mortgage,2023-09-25,1938,1501
49,Mortgage,2023-09-25,2141,1639
50,Mortgage,2023-09-25,1608,2086
51,Mortgage,2023-09-25,1951,1864
52,Mortgage,2023-09-25,1590,1894
53,Mortgage,2023-09-25,1584,1766
54,Mortgage,2023-09-25,1502,1813
55,Mortgage,2023-09-25,1364,1825
56,Mortgage,2023-09-25,1581,2018
57,Mortgage,2023-09-25,1702,1572
58,Mortgage,2023-09-25,1314,1137
59,Mortgage,2023-09-25,1652,1093
60,Mortgage,2023-09-25,1793,1511
61,Mortgage,2023-09-25,1669,1451
62,Mortgage,2023-09-25,1148,1504
63,Mortgage,2023-09-25,970,1172
64,Mortgage,2023-09-25,1202,1501
65,Mortgage,2023-09-25,983,1135
66,Mortgage,2023-09-25,1444,1093
67,Mortgage,2023-09-25,1437,936
68,Mortgage,2023-09-25,1087,866
69,Mortgage,2023-09-25,1196,1400
70,Mortgage,2023-09-25,989,1085
71,Mortgage,2023-09-25,904,1247
72,Mortgage,2023-09-25,1041,858
73,Mortgage,2023-09-25,1150,880
74,Mortgage,2023-09-25,736,840
75,Mortgage,2023-09-25,726,782
76,Mortgage,2023-09-25,851,844
77,Mortgage,2023-09-25,975,945
78,Mortgage,2023-09-25,800,516
79,Mortgage,2023-09-25,549,549
80,Mortgage,2023-09-25,382,401
81,Mortgage,2023-09-25,316,408
1,Auto,2023-09-25,47696,62312
2,Auto,2023-09-25,20984,24752
3,Auto,2023-09-25,24225,17677
4,Auto,2023-09-25,14515,10894
5,Auto,2023-09-25,12942,9667
6,Auto,2023-09-25,9168,8042
7,Auto,2023-09-25,13263,11104
8,Auto,2023-09-25,11467,7120
9,Auto,2023-09-25,7672,7749
10,Auto,2023-09-25,8589,10016
11,Auto,2023-09-25,7042,6739
12,Auto,2023-09-25,7303,10250
13,Auto,2023-09-25,6061,6825
14,Auto,2023-09-25,5094,5723
15,Auto,2023-09-25,7496,5622
16,Auto,2023-09-25,7141,7310
17,Auto,2023-09-25,4425,4805
18,Auto,2023-09-25,5269,5456
19,Auto,2023-09-25,4236,5573
20,Auto,2023-09-25,5541,6300
21,Auto,2023-09-25,5806,4404
22,Auto,2023-09-25,3646,5088
23,Auto,2023-09-25,6030,4603
24,Auto,2023-09-25,4887,4800
25,Auto,2023-09-25,4948,4366
26,Auto,2023-09-25,4003,2981
27,Auto,2023-09-25,3575,3995
28,Auto,2023-09-25,2901,3758
29,Auto,2023-09-25,3339,3065
30,Auto,2023-09-25,3982,2696
31,Auto,2023-09-25,2988,3938
32,Auto,2023-09-25,3560,3342
33,Auto,2023-09-25,3263,2253
34,Auto,2023-09-25,2156,2406
35,Auto,2023-09-25,2832,2113
36,Auto,2023-09-25,2272,2645
37,Auto,2023-09-25,2500,2023
38,Auto,2023-09-25,3027,2927
39,Auto,2023-09-25,2396,2131
40,Auto,2023-09-25,2750,1956
41,Auto,2023-09-25,2040,1962
42,Auto,2023-09-25,2614,2566
43,Auto,2023-09-25,2008,2412
44,Auto,2023-09-25,2491,2433
45,Auto,2023-09-25,1945,2349
46,Auto,2023-09-25,2130,2125
47,Auto,2023-09-25,2368,1917
48,Auto,2023-09-25,2067,2308
49,Auto,2023-09-25,2409,1991
50,Auto,2023-09-25,1980,2023
51,Auto,2023-09-25,1641,1477
52,Auto,2023-09-25,1446,1729
53,Auto,2023-09-25,2031,1852
54,Auto,2023-09-25,1758,2068
55,Auto,2023-09-25,1381,1919
56,Auto,2023-09-25,1972,1663
57,Auto,2023-09-25,1849,1307
58,Auto,2023-09-25,1530,1177
59,Auto,2023-09-25,1258,1795
